Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Approximate location,Depth (km),Solution finalised,EVENT ID,ORIGIN ID
5.8,2008-01-31,01:04:32,2008-01-31,12:04:32,-5.98,130.03,"Banda Sea, Sunda Arc. Nearest station MTN.",60.0,FINL,1098434,2145722
6.2,2008-01-30,07:32:48,2008-01-30,18:32:48,-7.49,127.53,"Banda Sea, Sunda Arc. Nearest station MTN.",30.0,FINL,1098427,2145716
5.9,2008-01-24,22:29:57,2008-01-25,09:29:57,-6.26,146.61,"Eastern New Guinea Region, Papua New Guinea. Nearest station COEN.",60.0,FINL,1098412,2145700
6.2,2008-01-22,17:14:56,2008-01-23,04:14:56,1.54,97.54,"N Sumatra, Andaman Islands. Nearest station MEEK.",6.0,FINL,1098396,2145685
5.9,2008-01-20,20:26:07,2008-01-21,07:26:07,2.5,127.0,Molucca Passage. Nearest station KAKA.,60.0,FINL,1098391,2145677
6.4,2008-01-15,17:52:15,2008-01-16,04:52:15,-21.93,-179.22,Fiji Islands Region. Nearest station CTA.,600.0,FINL,1098480,2145647
6.5,2008-01-01,18:55:03,2008-01-02,05:55:03,-6.25,147.11,"East Papua New Guinea Region, New Guinea. Nearest station MTSU.",60.0,FINL,1098494,2145558
6.4,2007-12-22,07:11:10,2007-12-22,18:11:10,-2.44,139.0,"Near N. coast of West Irian, New Guinea. Nearest station PMG.",30.0,FINL,1098617,2145481
6.7,2007-12-20,07:55:21,2007-12-20,18:55:21,-38.5,178.2,"North Island, New Zealand. Nearest station MCQ.",46.0,FINL,1098603,2145470
5.9,2007-12-19,11:35:00,2007-12-19,22:35:00,-7.1,155.8,"Solomon Islands, Bismark and Solomon Islands region. Nearest station COEN.",71.0,FINL,1098597,2145464
6.2,2007-12-15,09:39:46,2007-12-15,20:39:46,-6.47,131.0,"Taninbar Islands Region, Sunda ARC. Nearest station KAKA.",10.0,FINL,1098690,2145449
5.8,2007-12-15,08:03:18,2007-12-15,19:03:18,-7.612,127.434,"Kepulauan Barat Daya, Indonesia. Nearest station KAKA.",194.0,FINL,1098689,2145451
6.4,2007-12-13,15:51:46,2007-12-14,02:51:46,-15.96,-173.43,South of Samoa. Nearest station KAKA.,100.0,FINL,1098688,2145447
7.8,2007-12-09,07:28:37,2007-12-09,18:28:37,-26.26,-177.72,South of the Fiji Islands.,174.0,FINL,1098675,2145436
6.1,2007-12-01,01:44:38,2007-12-01,12:44:38,2.0,98.0,"Nias Island, Indonesia. Nearest station XMIS.",100.0,FINL,1098667,2145427
6.8,2007-11-27,11:50:03,2007-11-27,22:50:03,-11.22,161.94,Solomon Islands. Nearest station CTA.,30.0,FINL,1098663,2145422
6.5,2007-11-25,19:53:07,2007-11-26,06:53:07,-8.176,118.497,"Sumbawa  region, Indonesia. Nearest station KNA.",35.0,FINL,1098660,2145414
6.5,2007-11-25,16:02:18,2007-11-26,03:02:18,-8.299,118.385,"Sumbawa Island, Indonesia. Nearest station MTN.",30.0,FINL,1098659,2145412
6.0,2007-11-25,02:51:55,2007-11-25,13:51:55,-2.932,100.93,"Southwest of Sumatra, Sunda Arc. Nearest station KAKA.",10.0,FINL,1098657,2145411
6.1,2007-11-22,23:02:11,2007-11-23,10:02:11,4.717,95.051,"Northern Sumatra, Indonesia. Nearest station XMIS.",35.0,FINL,1098656,2145409
6.7,2007-11-22,08:48:28,2007-11-22,19:48:28,-5.77,147.1,"East Papua New Guinea Region, PNG. Nearest station MTSU.",60.0,FINL,1098655,2145408
6.0,2007-11-20,15:28:27,2007-11-21,02:28:27,-29.87,-176.72,Kermadec Islands Region. Nearest station LHI.,60.0,FINL,1098652,2145406
6.1,2007-11-20,12:53:04,2007-11-20,23:53:04,-6.939,155.879,Solomon Islands. Nearest station EIDS.,60.0,FINL,1098650,2145405
6.1,2007-11-19,00:52:16,2007-11-19,11:52:16,-21.06,-178.76,Fiji Region. Nearest station EIDS.,600.0,FINL,1098646,2145402
6.3,2007-11-10,01:13:34,2007-11-10,12:13:34,-52.158,159.527,N of Macquarie Island. Nearest station MILA.,10.0,FINL,1099514,2145386
7.2,2007-10-24,21:02:52,2007-10-25,07:02:52,-3.85,100.96,Southern Sumatra Indonesia. Nearest station XMIS.,30.0,FINL,1098718,2145363
6.2,2007-10-21,10:24:59,2007-10-21,20:24:59,-6.55,154.67,"Solomon Islands, Bismarck and Solomon Islands region. Nearest station COEN.",64.0,FINL,1098715,2145360
6.4,2007-10-16,21:05:51,2007-10-17,07:05:51,-25.19,179.4,South of the Fiji Islands. Nearest station YNG.,450.0,FINL,1098712,2145355
6.3,2007-10-15,21:28:32,2007-10-16,07:28:32,-44.47,167.24,"Off coast of S. Island, New Zealand. Nearest station CAN.",60.0,FINL,1098711,2145353
7.0,2007-10-15,12:29:40,2007-10-15,22:29:40,-44.49,167.93,"Off coast of S. Island, New Zealand. Nearest station MCQ.",60.0,FINL,1098710,2145352
6.1,2007-10-14,17:45:49,2007-10-15,03:45:49,-21.235,169.18,Southeast of the Loyality Islands. Nearest station CNB.,5.0,FINL,1098708,2145351
6.2,2007-10-10,00:19:13,2007-10-10,10:19:13,-1.88,98.99,Kepulauan Mentawai region Indonesia. Nearest station KAKA.,10.0,FINL,1098704,2145349
6.2,2007-10-05,07:18:00,2007-10-05,17:18:00,-25.19,179.4,South of the Fiji Islands. Nearest station NRFK.,600.0,FINL,1098700,2145343
6.2,2007-10-04,12:40:30,2007-10-04,22:40:30,2.539,92.903,Off W coast of Northern Sumatra. Nearest station KNA.,30.0,FINL,1098699,2145342
6.1,2007-10-02,03:43:36,2007-10-02,13:43:36,-4.34,100.95,Southwest of Sumatra  Indonesia. Nearest station KAKA.,10.0,FINL,1098697,2145338
6.6,2007-09-30,09:47:50,2007-09-30,19:47:50,-49.409,163.265,"Off SW coast of South Is., New Zealand. Nearest station MOO.",10.0,FINL,1098695,2145333
7.4,2007-09-30,05:23:35,2007-09-30,15:23:35,-49.38,164.01,"Off SW Coast of South Is., New Zealand.",17.0,FINL,1098694,2145332
6.7,2007-09-28,01:35:51,2007-09-28,11:35:51,-21.0,169.47,Loyalty Islands. Nearest station EIDS.,10.0,FINL,1098778,2145325
6.4,2007-09-28,01:01:59,2007-09-28,11:01:59,-21.5,169.46,Loyalty Islands. Nearest station EIDS.,100.0,FINL,1098777,2145326
6.3,2007-09-28,00:44:51,2007-09-28,10:44:51,-21.0,169.47,Loyalty Islands. Nearest station EIDS.,60.0,FINL,1098776,2145327
6.5,2007-09-27,19:57:47,2007-09-28,05:57:47,-21.0,169.47,Loyalty Islands region. Nearest station EIDS,30.0,FINL,1098775,2145324
6.4,2007-09-26,15:43:04,2007-09-27,01:43:04,-1.766,99.502,"Kepulauan Mentawai Region, Indonesia. Nearest station XMIS.",35.0,FINL,1098772,2145323
6.8,2007-09-26,12:36:29,2007-09-26,22:36:29,-5.022,153.6,"New Ireland Region, Bismarck and Solomon Islands. Nearest station COEN.",40.0,FINL,1098771,2145322
6.1,2007-09-25,05:16:00,2007-09-25,15:16:00,-30.921,179.892,Kermadec Islands region. Nearest station EIDS.,400.0,FINL,1098768,2145321
6.6,2007-09-20,08:31:11,2007-09-20,18:31:11,-1.89,99.99,Southern Sumatra Indonesia. Nearest station KKM.,10.0,FINL,1098767,2145320
6.4,2007-09-14,06:01:32,2007-09-14,16:01:32,-3.86,101.46,Southern Sumatra Indonesia. Nearest station XMIS.,10.0,FINL,1098759,2145309
6.3,2007-09-13,16:09:11,2007-09-14,02:09:11,-2.88,101.45,Southern Sumatra Indonesia. Nearest station XMIS.,10.0,FINL,1098757,2145307
6.6,2007-09-13,09:48:43,2007-09-13,19:48:43,3.5,126.5,Kepulauan Talaud Indonesia. Nearest station XMIS.,10.0,FINL,1098755,2145306
6.9,2007-09-13,03:35:31,2007-09-13,13:35:31,-1.89,99.49,Southern Sumatra Indonesia. Nearest station GIRL.,60.0,FINL,1098753,2145302
7.9,2007-09-12,23:48:59,2007-09-13,09:48:59,-2.7,100.8,Kepulauan Mentawai region Indonesia. Nearest station XMIS.,30.0,FINL,1098752,2145301
6.0,2007-09-12,14:40:01,2007-09-13,00:40:01,-3.227,101.358,Southern Sumatra Indonesia. Nearest station XMIS.,10.0,FINL,1098751,2145300
8.4,2007-09-12,11:10:26,2007-09-12,21:10:26,-4.351,101.451,Southern Sumatra Indonesia.,30.0,FINL,1098750,2145299
7.3,2007-09-02,01:05:23,2007-09-02,11:05:23,-11.592,165.837,Santa Cruz Islands.,18.0,FINL,1098740,2145288
6.0,2007-08-26,12:37:32,2007-08-26,22:37:32,-17.304,-174.453,Tonga Islands. Nearest station COEN.,130.0,FINL,1098735,2145280
6.6,2007-08-20,13:46:27,2007-08-20,23:46:27,5.5,127.51,"Philippine Islands region, Philippines. Nearest station MTN.",60.0,FINL,1098727,2145273
6.5,2007-08-17,03:04:04,2007-08-17,13:04:04,-5.48,129.52,Banda Sea. Nearest station KAKA.,10.0,FINL,1098830,2145272
6.7,2007-08-16,08:39:35,2007-08-16,18:39:35,-10.15,159.48,Solomon Islands. Nearest station EIDS.,60.0,FINL,1098829,2145271
6.1,2007-08-13,10:27:14,2007-08-13,20:27:14,-61.6,154.43,"Balleny Islands Region, Macquarie Loop. Nearest station MCQ.",10.0,FINL,1098825,2145264
6.2,2007-08-12,12:05:21,2007-08-12,22:05:21,-11.46,166.47,Santa Cruz Islands. Nearest station COEN.,60.0,FINL,1098823,2145263
7.6,2007-08-08,17:04:48,2007-08-09,03:04:48,-5.9,107.44,"Java, Sunda Arc. Nearest station FITZ.",300.0,FINL,1098819,2145260
5.9,2007-08-03,00:41:18,2007-08-03,10:41:18,-62.671,144.162,Indian Ocean South of Australia. Nearest station MAW.,10.0,FINL,1098815,2145257
7.0,2007-08-01,17:08:51,2007-08-02,03:08:51,-15.597,167.818,Vanuatu Island. Nearest station CTA.,109.0,FINL,1098811,2145253
6.3,2007-07-27,14:46:30,2007-07-28,00:46:30,-21.5,171.07,"Loyalty Islands region, New Hebrides Islands. Nearest station YNG.",30.0,FINL,1098809,2145248
7.2,2007-07-26,05:40:21,2007-07-26,15:40:21,2.5,127.5,"Molucca Passage, Borneo-Celebes. Nearest station KAKA.",60.0,FINL,1098805,2145247
6.1,2007-07-25,23:37:37,2007-07-26,09:37:37,7.25,92.86,Nicobar Islands region India. Nearest station FITZ.,60.0,FINL,1098804,2145246
6.0,2007-07-18,00:07:36,2007-07-18,10:07:36,-26.296,-177.779,South of Fiji Islands. Nearest station COEN.,10.0,FINL,1098801,2145242
6.1,2007-07-17,09:39:32,2007-07-17,19:39:32,-25.92,-177.19,South of Fiji Islands. Nearest station COEN.,60.0,FINL,1098798,2145240
6.3,2007-07-15,09:27:42,2007-07-15,19:27:42,-15.49,168.45,Vanuatu Islands. Nearest station CTA.,60.0,FINL,1098794,2145235
5.9,2007-07-01,14:34:11,2007-07-02,00:34:11,-5.947,130.61,Banda Sea. Nearest station KAKA.,128.0,FINL,1098782,2145218
6.9,2007-06-28,02:52:09,2007-06-28,12:52:09,-7.98,154.74,Solomon Islands. Nearest station CTA.,10.0,FINL,1098884,2145216
6.1,2007-06-26,22:23:02,2007-06-27,08:23:02,-10.739,107.843,"South of Java, Sunda Arc. Nearest station XMIS.",10.0,FINL,1098883,2145212
6.1,2007-06-18,06:18:46,2007-06-18,16:18:46,-3.557,150.917,"New Ireland Region, PNG. Nearest station COEN.",10.0,FINL,1098877,2145210
6.0,2007-06-14,17:41:05,2007-06-15,03:41:05,-5.705,151.608,New Britain region PNG. Nearest station CTA.,43.0,FINL,1098876,2145207
6.1,2007-06-07,00:40:40,2007-06-07,10:40:40,-3.363,146.647,Bismarck Sea. Nearest station KAKA.,10.0,FINL,1098868,2145199
5.8,2007-06-06,11:28:16,2007-06-06,21:28:16,-6.698,130.987,Banda Sea. Nearest station KAKA. Felt in Darwin.,10.0,FINL,1098867,2145198
6.0,2007-05-29,09:36:04,2007-05-29,19:36:04,-1.137,127.408,Kepulauan Obi Indonesia. Nearest station KAKA.,10.0,FINL,1098860,2145193
6.1,2007-05-29,01:03:28,2007-05-29,11:03:28,-4.616,151.847,"New Britain Region, Papua New Guinea. Nearest station CTA.",129.0,FINL,1098859,2145190
6.2,2007-05-16,23:58:37,2007-05-17,09:58:37,-6.91,156.17,Solomon Islands. Nearest station CTA.,60.0,FINL,1098852,2145183
6.2,2007-05-06,22:01:11,2007-05-07,08:01:11,-19.212,-179.45,Fiji Region. Nearest station CTA.,705.0,FINL,1098843,2145174
6.4,2007-05-06,21:11:54,2007-05-07,07:11:54,-19.319,-179.391,Fiji Region. Nearest station CTA.,688.0,FINL,1098842,2145173
6.3,2007-04-25,13:34:16,2007-04-25,23:34:16,-14.287,166.819,Vanuatu. Nearest station CTA.,69.0,FINL,1098944,2145162
6.2,2007-04-21,17:20:35,2007-04-22,03:20:35,-13.97,166.94,Vanuatu. Nearest station CTA.,60.0,FINL,1098940,2145160
6.3,2007-04-21,07:12:47,2007-04-21,17:12:47,-3.55,151.311,New Ireland Region PNG. Nearest station KAKA.,400.0,FINL,1098939,2145159
6.3,2007-04-16,13:20:24,2007-04-16,23:20:24,-59.51,149.27,West of Macquarie Island. Nearest station YNG.,10.0,FINL,1098933,2145150
6.0,2007-04-12,18:24:48,2007-04-13,04:24:48,-61.846,160.663,Balleny Island Region. Nearest station MILA.,1.0,FINL,1098930,2145147
6.1,2007-04-07,09:51:52,2007-04-07,19:51:52,2.924,95.699,Simeulue Indonesia. Nearest station KAKA.,30.0,FINL,1098925,2145143
6.5,2007-04-04,11:02:33,2007-04-04,21:02:33,-20.5,168.93,Loyalty Islands. Nearest station CTA.,30.0,FINL,1098922,2145140
6.4,2007-04-04,11:00:26,2007-04-04,21:00:26,-20.5,168.93,Loyalty Islands. Nearest station CTA.,10.0,FINL,1098921,2145139
6.2,2007-04-04,06:34:35,2007-04-04,16:34:35,-7.775,156.495,Solomon Islands. Nearest station CTA.,10.0,FINL,1098920,2145138
6.0,2007-04-04,00:39:45,2007-04-04,10:39:45,-7.121,156.073,Solomon Islands. Nearest station CTA.,10.0,FINL,1098919,2145137
6.3,2007-04-03,20:26:15,2007-04-04,06:26:15,-20.695,168.864,Loyalty Islands. Nearest station CTA.,41.0,FINL,1098918,2145136
6.4,2007-04-02,23:20:21,2007-04-03,09:20:21,-8.51,157.57,Solomon Islands. Nearest station CTA.,10.0,FINL,1098916,2145132
6.2,2007-04-02,12:02:23,2007-04-02,22:02:23,-8.539,157.548,Solomon Islands. Nearest station CTA.,10.0,FINL,1098915,2145133
6.0,2007-04-02,10:49:15,2007-04-02,20:49:15,-7.197,156.192,Solomon Islands. Nearest station CTA.,10.0,FINL,1098914,2145134
6.4,2007-04-01,21:11:34,2007-04-02,07:11:34,-7.441,155.774,Solomon Islands. Nearest station CTA.,10.0,FINL,1098913,2145130
6.7,2007-04-01,20:47:32,2007-04-02,06:47:32,-7.133,155.661,Solomon Islands. Nearest station CTA.,10.0,FINL,1098912,2145129
8.1,2007-04-01,20:39:56,2007-04-02,06:39:56,-8.474,156.95,Solomon Islands.,10.0,FINL,1098911,2145128
7.0,2007-03-25,01:08:14,2007-03-25,11:08:14,-20.599,169.315,Vanuatu Islands. Nearest station EIDS.,10.0,FINL,1098906,2145126
7.3,2007-03-25,00:40:03,2007-03-25,10:40:03,-20.597,169.413,Vanuatu Islands.,35.0,FINL,1098904,2145124
6.1,2007-03-17,17:45:23,2007-03-18,04:45:23,1.135,126.305,Molucca Sea. Nearest station ARPS.,7.0,FINL,1098901,2145119
6.3,2007-03-06,05:49:30,2007-03-06,16:49:30,-0.44,100.5,Northen Sumatera. Nearest station PSI.,60.0,FINL,1098889,2145107
6.4,2007-03-06,03:49:38,2007-03-06,14:49:38,0.05,101.0,Northen Sumatera. Nearest station GSI.,10.0,FINL,1098999,2145106
6.7,2007-02-20,08:04:27,2007-02-20,19:04:27,-1.054,127.068,Kepulauan Obi Indonesia. Nearest station KAKA.,23.0,FINL,1098990,2145097
6.1,2007-02-12,12:45:30,2007-02-12,23:45:30,5.598,126.189,Mindanao Philippines. Nearest station KAKA.,10.0,FINL,1098984,2145091
6.9,2007-01-31,03:16:02,2007-01-31,14:16:02,-30.47,-177.8,Kermadec-Tonga-Samoa area. Nearest station SNZO.,60.0,FINL,1098974,2145076
6.8,2007-01-30,04:54:49,2007-01-30,15:54:49,-55.0,146.2,W of Macquarie Island. Nearest station CNB.,17.0,FINL,1098970,2145074
5.9,2007-01-23,04:37:11,2007-01-23,15:37:11,-6.756,129.986,Banda Sea. Nearest station KNA.,35.0,FINL,1098967,2145072
6.1,2007-01-21,17:32:54,2007-01-22,04:32:54,1.09,126.314,Molucca Sea. Nearest station KAKA.,10.0,FINL,1098966,2145068
7.5,2007-01-21,11:27:42,2007-01-21,22:27:42,1.207,126.292,Molucca Sea. Nearest station KAKA.,10.0,FINL,1098965,2145067
6.0,2007-01-17,04:28:26,2007-01-17,15:28:26,-3.325,139.904,"Papua, Indonesia. Nearest station KAKA.",100.0,FINL,1098959,2145063
5.9,2007-01-11,14:31:26,2007-01-12,01:31:26,-3.663,127.249,Ceram Indonesia. Nearest station YNG.,52.0,FINL,1098954,2145057
6.2,2007-01-08,20:52:21,2007-01-09,07:52:21,-18.489,-177.914,Fiji Region. Nearest station EIDS.,408.0,FINL,1098953,2145055
6.1,2007-01-08,12:48:41,2007-01-08,23:48:41,8.104,92.466,"Nicobar Islands, India Region. Nearest station MORW.",16.0,FINL,1098951,2145053
6.0,2006-12-27,20:15:40,2006-12-28,07:15:40,-5.753,154.47,Bougainville region PNG. Nearest station COEN.,370.0,FINL,1097813,2145048
6.3,2006-12-12,15:48:03,2006-12-13,02:48:03,3.732,124.68,Celebes Sea. Nearest station KAKA.,214.0,FINL,1097803,2145038
6.3,2006-12-01,14:01:48,2006-12-02,01:01:48,-8.202,118.818,"Sumbawa region, Indonesia. Nearest station FITZ.",48.0,FINL,1097797,2145032
6.3,2006-12-01,03:58:22,2006-12-01,14:58:22,3.427,99.069,Northern Sumatra Indonesia. Nearest station KAKA.,205.0,FINL,1097796,2145031
6.2,2006-11-29,01:32:20,2006-11-29,12:32:20,2.549,128.281,Halmahera Indonesia. Nearest station KAKA.,50.0,FINL,1097792,2145028
6.1,2006-11-16,20:29:55,2006-11-17,07:29:55,-51.999,139.131,Western Indian Antarctic Ridge. Nearest station TOO.,10.0,FINL,1097781,2145020
6.0,2006-11-14,14:20:59,2006-11-15,01:20:59,-6.381,128.002,Banda Sea. Nearest station KAKA.,324.0,FINL,1097863,2145010
6.0,2006-11-13,16:12:32,2006-11-14,03:12:32,-6.415,151.186,New Britain Region PNG. Nearest station EIDS.,29.0,FINL,1097862,2145009
6.0,2006-11-12,18:21:30,2006-11-13,05:21:30,-6.229,151.003,New Britain Region PNG. Nearest station CTA.,36.0,FINL,1097860,2145007
6.3,2006-11-07,17:38:34,2006-11-08,04:38:34,-6.44,151.137,New Britain Region PNG. Nearest station CTA.,10.0,FINL,1097858,2145004
6.1,2006-10-24,03:03:52,2006-10-24,13:03:52,4.954,125.3,Kepulauan Sangihe Indonesia. Nearest station FITZ.,57.0,FINL,1097854,2144998
6.1,2006-10-22,08:55:17,2006-10-22,18:55:17,-45.767,95.988,Southeast Indian Ridge. Nearest station MUN.,10.0,FINL,1097848,2144989
6.2,2006-10-18,10:45:36,2006-10-18,20:45:36,-15.081,167.243,Vanuatu. Nearest station CTA.,139.0,FINL,1097841,2144982
6.5,2006-10-17,01:25:14,2006-10-17,11:25:14,-5.881,150.998,New Britain region PNG. Nearest station CTA.,44.0,FINL,1097840,2144981
6.2,2006-10-08,13:50:25,2006-10-08,23:50:25,-23.599,-175.404,Tonga region. Nearest station CTA.,10.0,FINL,1097831,2144968
6.3,2006-10-03,18:03:14,2006-10-04,04:03:14,-18.968,169.024,Vanuatu. Nearest station EIDS.,172.0,FINL,1097826,2144965
6.9,2006-09-28,06:22:11,2006-09-28,16:22:11,-16.57,-172.036,Samoa Islands region.,39.0,FINL,1097817,2144957
5.9,2006-09-19,13:58:57,2006-09-19,23:58:57,-9.931,107.317,S of Java Indonesia. Nearest station XMIS.,10.0,FINL,1097923,2144952
6.2,2006-09-16,09:45:23,2006-09-16,19:45:23,-3.092,129.506,Seram Indonesia. Nearest station FITZ.,10.0,FINL,1097921,2144950
7.8,2006-09-12,11:10:26,2006-09-12,21:10:26,-4.35,101.45,"SOUTHWEST OF SUMATERA,SUNDA ARC. Nearest station KNA.",30.0,FINL,1097911,2145298
6.2,2006-09-09,04:13:12,2006-09-09,14:13:12,-7.21,120.097,Flores Sea. Nearest station KAKA.,571.0,FINL,1097902,2144932
6.8,2006-09-01,10:18:52,2006-09-01,20:18:52,-6.822,155.535,"Bougainville Region Papua New Guinea. Nearest station CTA. Felt at Buin. Reports of cracks on roads, objects falling off shelves and floor tiles rising.",46.0,FINL,1097898,2144928
6.1,2006-08-15,23:53:47,2006-08-16,09:53:47,-21.172,-176.277,Fiji region. Nearest station ARMA.,156.0,FINL,1097886,2144917
6.1,2006-08-15,03:05:15,2006-08-15,13:05:15,-4.715,126.82,Banda Sea. Nearest station KAKA.,39.0,FINL,1097885,2144916
6.2,2006-08-11,20:54:12,2006-08-12,06:54:12,2.409,96.319,Simeulue Indonesia. Nearest station KAKA.,10.0,FINL,1097882,2144913
6.7,2006-08-07,22:18:55,2006-08-08,08:18:55,-15.868,167.762,Vanuatu. Nearest station EIDS.,150.0,FINL,1097880,2144910
6.0,2006-07-27,11:16:43,2006-07-27,21:16:43,1.758,97.168,Nias region Indonesia. Nearest station FITZ.,30.0,FINL,1097977,2144897
6.1,2006-07-23,08:22:11,2006-07-23,18:22:11,-0.415,123.177,Sulawesi Indonesia. Nearest station FITZ.,86.0,FINL,1097974,2144887
6.2,2006-07-19,11:48:58,2006-07-19,21:48:58,-5.468,150.675,New Britain Region Papua New Guinea. Nearest station KAKA.,25.0,FINL,1097973,2144886
6.0,2006-07-19,10:57:37,2006-07-19,20:57:37,-6.495,105.415,Sunda Strait Indonesia. Nearest station XMIS.,44.0,FINL,1097972,2144885
6.0,2006-07-17,15:45:58,2006-07-18,01:45:58,-9.439,108.227,South of Java Indonesia. Nearest station XMIS.,10.0,FINL,1097969,2144884
6.0,2006-07-17,10:09:07,2006-07-17,20:09:07,-8.941,107.7,Java Indonesia. Nearest station XMIS.,10.0,FINL,1097968,2144883
6.1,2006-07-17,09:13:05,2006-07-17,19:13:05,-9.101,107.731,South of Java Indonesia. Nearest station XMIS.,10.0,FINL,1097967,2144882
7.7,2006-07-17,08:19:25,2006-07-17,18:19:25,-9.311,107.284,South of Java Indonesia. Nearest station XMIS.,10.0,FINL,1097966,2144881
6.1,2006-07-07,07:26:12,2006-07-07,17:26:12,-15.276,-173.579,Tonga. Nearest station CTA.,35.0,FINL,1097957,2144875
6.2,2006-06-27,18:07:23,2006-06-28,04:07:23,6.53,92.718,Nicobar Islands Region India. Nearest station FITZ.,32.0,FINL,1097951,2144869
6.2,2006-06-27,02:59:08,2006-06-27,12:59:08,-19.773,-178.323,Fiji region. Nearest station ARMA.,481.0,FINL,1097950,2144868
6.2,2006-06-24,21:15:05,2006-06-25,07:15:05,-0.438,123.298,Sulawesi Indonesia. Nearest station KAKA.,54.0,FINL,1097947,2144863
6.1,2006-06-09,05:58:28,2006-06-09,15:58:28,-17.44,-178.802,Fiji region. Nearest station ARMA.,565.0,FINL,1097930,2144849
6.0,2006-06-02,07:31:37,2006-06-02,17:31:37,-20.749,-178.741,Fiji region. Nearest station ARMA.,592.0,FINL,1098033,2144841
6.2,2006-05-28,03:12:11,2006-05-28,13:12:11,-5.743,151.139,New Britain region PNG. Nearest station EIDS.,51.0,FINL,1098030,2144837
6.3,2006-05-26,22:54:03,2006-05-27,08:54:03,-7.977,110.318,Java Indonesia. Nearest station KAKA.,35.0,FINL,1098029,2144836
6.0,2006-05-22,20:53:59,2006-05-23,06:53:59,-4.666,126.847,Banda Sea. Nearest station FITZ.,10.0,FINL,1098023,2144826
6.2,2006-05-19,14:44:27,2006-05-20,00:44:27,-0.142,124.754,Molucca Sea. Nearest station KAKA.,55.0,FINL,1098016,2144817
6.0,2006-05-17,03:06:16,2006-05-17,13:06:16,-20.595,-173.961,Tonga. Nearest station ARMA.,10.0,FINL,1098013,2144818
6.8,2006-05-16,15:28:26,2006-05-17,01:28:26,0.136,97.026,Nias region Indonesia. Nearest station FITZ.,12.0,FINL,1098012,2144811
7.4,2006-05-16,10:39:24,2006-05-16,20:39:24,-31.559,-179.296,Kermadec Islands region. Nearest station ARMA.,149.0,FINL,1098011,2144810
6.0,2006-05-04,11:25:30,2006-05-04,21:25:30,-20.516,-174.104,Tonga. Nearest station ARMA.,38.0,FINL,1097996,2144790
7.9,2006-05-03,15:26:40,2006-05-04,01:26:40,-20.088,-174.219,Tonga.,55.0,FINL,1097995,2144788
6.3,2006-04-30,19:33:19,2006-05-01,05:33:19,-15.579,-173.14,Tonga. Nearest station WRA.,10.0,FINL,1097980,2144783
6.1,2006-04-30,08:17:38,2006-04-30,18:17:38,-15.093,167.409,Vanuatu. Nearest station WRA.,151.0,FINL,1098088,2144781
6.1,2006-04-26,01:46:04,2006-04-26,11:46:04,-57.62,146.929,W of Macquarie Island. Nearest station MOO.,10.0,FINL,1098085,2144777
6.1,2006-04-25,18:26:20,2006-04-26,04:26:20,2.052,97.0,Simeulue Indonesia. Nearest station FITZ.,38.0,FINL,1098083,2144771
6.0,2006-04-19,20:36:46,2006-04-20,06:36:46,2.722,93.133,Off the west coast of Northern Sumatra. Nearest station ASPA.,10.0,FINL,1098073,2144764
6.1,2006-04-17,23:50:07,2006-04-18,09:50:07,-12.634,165.971,Santa Cruz Islands. Nearest station CTA.,71.0,FINL,1098071,2144762
6.4,2006-04-07,08:30:46,2006-04-07,18:30:46,-16.535,176.994,Fiji region. Nearest station ARMA.,22.0,FINL,1098063,2144759
6.5,2006-03-31,13:21:00,2006-04-01,00:21:00,-29.437,-176.754,Kermadec Islands region. Nearest station ASPA.,10.0,FINL,1098058,2144753
